"LPAD(SKU,13,'0')"	"SKU"	"descr"	"Price"	"Type"
"0000000026840"	"026840"	"WB MARKER EPF504PW1 4COL"		
"0000000026841"	"026841"	"PERMA  MARKER EPF700 4PW1"		
"0000000026842"	"026842"	"PERMA MARKER METALIC EPF790"		
"0000000026843"	"026843"	"CALLIGRAPHY PEN EPF2444PW1 1-4"		
"0000000026844"	"026844"	"STAPLER 039200 W/WIRE UNI MAST"		
"0000000026845"	"026845"	"PUNCHER E4023 ESSENTIAL 2H"		
"0000000006975"	"6975"	"DISPENSER TAPE TS5112B"		
"0000000026846"	"026846"	"ARCHFILE LGL RED 3IN"		
"0000000026847"	"026847"	"CLIPBOARD W/COVER DARK WOOD"		
"0000000026848"	"026848"	"CLIPBOARD W/COVER DARK WOOD"		
"0000000026849"	"026849"	"CLIPBOARD W/COVER CRM WOOD"		
"0000000026850"	"026850"	"CLIPBOARD W/COVER CRM WOOD"		
"0000000026851"	"026851"	"GELPEN INKJOY BLK 0.5MM"		
"0000000026852"	"026852"	"GELPEN INKJOY BLU 0.5MM"		
"0000000026853"	"026853"	"GELPEN INKJOY RED 0.5MM"		
"0000000026854"	"026854"	"GELPEN INKJOY GRN 0.5MM"		
"0000000026855"	"026855"	"GELPEN INKJOY VLT 0.5MM"		
"0000000006978"	"6978"	"BUBBLEMAILER FOR CD GKFT 7X8IN"		
"0000000006981"	"6981"	"NB LEGAL PAD 59890 STIFF BACK"		
"0000000006982"	"6982"	"BUBBLEMAILER R#00 GKFT 5X10IN"		
"0000000006983"	"6983"	"BUBBLEMAILER #1 GKFT 71/4X12"		
"0000000006984"	"6984"	"BUBBLEMAILER #3 GKFT 8.5X14.5"		
"0000000006985"	"6985"	"BROTHER FAX MACHINE 236S"		
"0000000006989"	"6989"	"HP INKCARTRIDGE CB314 BLK"		
"0000000006990"	"6990"	"HP INKCARTRIDGE CB315 COL"		
"0000000026868"	"026868"	"HP PRINTER 1000W"		
"0000000026869"	"026869"	"HP PRINTER 1200W"		
"0000000006986"	"6986"	"KIDS ERASER 2007/2008"		
"0000000026871"	"026871"	"CANON INKBOTTLE GI70 BLK"		
"0000000026872"	"026872"	"CANON INKBOTTLE GI70 CYN"		
"0000000026873"	"026873"	"CANON INKBOTTLE GI70 MAG"		
"0000000026874"	"026874"	"CANON INKBOTTLE GI70 YEL"		
"0000000026875"	"026875"	"CANON SCANNER LIDE 300"		
"0000000026883"	"026883"	"RAPOO EARPHONE EP28"		
"0000000005181"	"5181"	"LABEL PRICE TAG DL205 WHT1000S"		
"0000000007024"	"7024"	"PAPER PARCHMENT VEGETABLE"		
"0000000026886"	"026886"	"EPSON PRINTER WFC5790"		
"0000000026887"	"026887"	"BROTHER SEWING GS2700"		
"0000000026905"	"026905"	"PAINT MARKER ACRYLIC BLU"		
"0000000026907"	"026907"	"PAINT MARKER ACRYLIC WHT"		
"0000000026908"	"026908"	"PAINT MARKER ACRYLIC GRN"		
"0000000026909"	"026909"	"PAINT MARKER ACRYLIC VLT"		
"0000000026910"	"026910"	"PAINT MARKER ACRYLIC RED"		
"0000000026911"	"026911"	"PAINT MARKER ACRYLIC YEL"		
"0000000026912"	"026912"	"GELPEN FOGEL04 SUNBEAM BLK 0.5"		
"0000000026913"	"026913"	"GELPEN FOGEL04 SUNBEAM BLU 0.5"		
"0000000026914"	"026914"	"GELPEN FOGEL04 SUNBEAM RED 0.5"		
"0000000026915"	"026915"	"BALLPEN FS F0GELB019 BLK 0.5MM"		
"0000000026916"	"026916"	"BALLPEN HBW 9801 BLK 0.7MM"		
"0000000026917"	"026917"	"BALLPEN HBW 9801 BLU 0.7MM"		
"0000000026918"	"026918"	"BALLPEN HBW 9801 RED 0.7MM"		
"0000000026919"	"026919"	"BALLPEN HBW 9801 VLT 0.7MM"		
"0000000026920"	"026920"	"BALLPEN HBW 9801 GRN 0.7MM"		
"0000000026922"	"026922"	"BALLPEN HBW ATECH BLU 0.7MM"		
"0000000026923"	"026923"	"BALLPEN HBW ATECH RED 0.7MM"		
"0000000026924"	"026924"	"BALLPEN HBW ATECH GRN 0.7MM"		
"0000000026925"	"026925"	"GELPEN RETR ETOUCH OG12 BLK"		
"0000000026926"	"026926"	"GELPEN RETR ETOUCH OG12 BLU"		
"0000000026927"	"026927"	"GELPEN RETR ETOUCH OG12 RED"		
"0000000026928"	"026928"	"GELPEN RETR ETOUCH OG12 GRN"		
"0000000026929"	"026929"	"BALLPEN HBW 9801 BLKBLURED 3S"		
"0000000026930"	"026930"	"BALLPEN HBW 9801 BLK 3S 0.7MM"		
"0000000026931"	"026931"	"PERMA MARKER HBW211 BLK 1.5MM"		
"0000000026932"	"026932"	"PERMA MARKER HBW211 BLU 1.5MM"		
"0000000026933"	"026933"	"PERMA MARKER HBW211 RED 1.5MM"		
"0000000026934"	"026934"	"HP TONER 103A W1103A BLK"		
"0000000026935"	"026935"	"HP TONER 103AD W1103AD  BLK"		
"0000000026936"	"026936"	"HP DRUM 104A W1104A"		
"0000000026937"	"026937"	"HP USB 3.0 X730W 16GB"		
"0000000026938"	"026938"	"HP USB 3.0 X730W 32GB"		
"0000000026939"	"026939"	"HP USB 3.1 X796W 16GB"		
"0000000026940"	"026940"	"HP USB 3.2 X796W 32GB"		
"0000000026941"	"026941"	"HP USB OTG 3.0 X790M16GB"		
"0000000026942"	"026942"	"HP USB OTG 3.0 X790M32GB"		
"0000000026943"	"026943"	"HP USB OTG TYPEC 3.0 X5000M"		
"0000000026944"	"026944"	"HP USB OTG TYPEC 3.0 X5000M"		
"0000000026945"	"026945"	"PNY USB 2.0 PRIME 16GB"		
"0000000026946"	"026946"	"PNY USB 2.0 PRIME 32GB"		
"0000000026947"	"026947"	"PNY USB 3.0 TURBO 4 16GB"		
"0000000026948"	"026948"	"PNY USB 3.0 TURBO 4 32GB"		
"0000000026950"	"026950"	"AVANTREE EARPHONE ADHFIF6"		
"0000000026989"	"026989"	"PARTS P36C GEAR C"		
"0000000026990"	"026990"	"PARTS P36C PCB"		
"0000000026991"	"026991"	"PARTS P36C GEAR A"		
"0000000026992"	"026992"	"PARTS P36 GEAR B"		
"0000000026993"	"026993"	"PARTS P36C GEAR D (SET)"		
"0000000026994"	"026994"	"PARTS P36C FULL CUT BLOCK A"		
"0000000026995"	"026995"	"PARTS P36C FULL CUT BLOCK B"		
"0000000026996"	"026996"	"PARTS MS450 FULL CUTTING BLOCK"		
"0000000026997"	"026997"	"PARTS DS1 GEAR PLATE A"		
"0000000026998"	"026998"	"PARTS  P36C BOTTOM STRIPPER"		
"0000000026999"	"026999"	"PARTS  P36C UPPER STRIPPER"		
"0000000027000"	"027000"	"PARTS P53C BOTTOM STRIPPER"		
"0000000027001"	"027001"	"EPSON SCANNER V39"		
"0000000007040"	"7040"	"BOARD BEVANIA 160GSM"		
"0000000007048"	"7048"	"ADHESIVE SKID PROTECTOR 3MM"		
"0000000007053"	"7053"	"CARD HOLDER SF1318 5.5X4.25"		
"0000000007054"	"7054"	"CARD HOLDER SF19 123PCKT"		
"0000000007062"	"7062"	"PAPERCLIP ROUND BPC3 33MM"		
"0000000007118"	"7118"	"PUNCHER SLOT 9770"		
"0000000008476"	"8476"	"FOLDER KFTWHT LTR 5S"		
"0000000008479"	"8479"	"FOLDER KFTWHT LGL 5S"		
"0000000008480"	"8480"	"GE PHONE 29320"		
"0000000027020"	"027020"	"CANON TONER 055 BLK"		
"0000000027021"	"027021"	"CANON TONER 055 CYN"		
"0000000027022"	"027022"	"CANON TONER 055 MAG"		
"0000000027023"	"027023"	"CANON TONER 055 YEL"		
"0000000008495"	"8495"	"COLOR LASER PAPER 100G WHT A4"		
"0000000008497"	"8497"	"ENV DOCU001 W/STRING KFTWH5PCK"		
"0000000008498"	"8498"	"ENV DOCU002 W/STRING KFTWH5PCK"		
"0000000008508"	"8508"	"ENV DOCU003 W/STRING KFTWH5PCK"		
"0000000008509"	"8509"	"ENV DOCU004 W/STRING KFTWH5PCK"		
"0000000008510"	"8510"	"ENV DOCU005 KFTWHT 5X10IN 5S"		
"0000000008511"	"8511"	"ENV DOCU006 KFTWHT 7X11IN 5S"		
"0000000008512"	"8512"	"ENV DOCU007 KFTWHT 9X12IN 5S"		
"0000000008516"	"8516"	"ENV DOCU008 KFTWH 10X15IN 5S"		
"0000000008604"	"8604"	"BALLPEN TOPS 505F 150503 BLU"		
"0000000008605"	"8605"	"FOUNTAINPEN INK CARTRIDGE 6603"		
"0000000008608"	"8608"	"DISK ALBUM 3IN1"		
"0000000027024"	"027024"	"TYPEWRITING PAPER MP LTR 20S"		
"0000000027025"	"027025"	"TYPEWRITING PAPER MP LGL 20S"		
"0000000027026"	"027026"	"TYPEWRITING PAPER MP LTR 50S"		
"0000000027027"	"027027"	"TYPEWRITING PAPER MP LGL 50S"		
"0000000027050"	"027050"	"SIGNPEN V7 BLK"		
"0000000027051"	"027051"	"SIGNPEN V7 BLU"		
"0000000027052"	"027052"	"SIGNPEN V7 RED"		
"0000000027053"	"027053"	"EPSON SCANNER DS60000"		
"0000000008991"	"8991"	"SONY AUDIO TAPE ZX90"		
"0000000008992"	"8992"	"SONY VIDEO CASETTE MINI"		
"0000000027054"	"027054"	"EPSON PRINTER LQ680 PRO"		
"0000000008648"	"8648"	"FOLDER 9PTS YEL LTR 10S"		
"0000000009516"	"9516"	"FOLDER 14PTS WHT LGL10S"		
"0000000027055"	"027055"	"HP PRINTER 200"		
"0000000009814"	"9814"	"FLASHLIGHT 3823W2"		
"0000000009818"	"9818"	"BATTERY CHARGER CHDC SLIDING"		
"0000000009826"	"9826"	"STAPLER 8539 HEAVY DUTY"		
"0000000009827"	"9827"	"ENV LETTER# 6.75 W/OWINDOWWHT"		
"0000000009828"	"9828"	"ENV LETTER#10 W/O WINDOW 10S"		
"0000000009829"	"9829"	"ENV LETTER#10 W/WINDOW WHT 10S"		
"0000000009830"	"9830"	"ENV LETTER#10 W/WINDOW KFT 10S"		
"0000000009831"	"9831"	"ENV LETTER#7 3/4 W/OWINDOW WHT"		
"0000000009832"	"9832"	"ONION SKIN PAPER WHT LTR 20S"		
"0000000009833"	"9833"	"PAPER BORDER LINE WHT LTR 20S"		
"0000000027057"	"027057"	"EPSON PRINTER WF7211"		
"0000000027058"	"027058"	"EPSON SCANNER DS770"		
"0000000009838"	"9838"	"PAD TABLET 70102 RULED"		
"0000000009839"	"9839"	"INDEX CARD RBS VLT 3X5IN 50S"		
"0000000009840"	"9840"	"INDEX CARD RBS GRN 3X5IN 50S"		
"0000000009841"	"9841"	"INDEX CARD RBS PNK 3X5IN 50S"		
"0000000009842"	"9842"	"INDEX CARD RBS VLT 4X6IN 50S"		
"0000000009844"	"9844"	"INDEX CARD RBS PNK 4X6IN 50S"		
"0000000027059"	"027059"	"LOGITECH MOUSE WLS M187 BLK"		
"0000000027060"	"027060"	"LOGITECH MOUSE WLS M187 BLU"		
"0000000027061"	"027061"	"LOGITECH MOUSE WLS M187 RED"		
"0000000027062"	"027062"	"LOGITECH MOUSE WLS M187 WHT"		
"0000000027063"	"027063"	"LOGITECH PRESENTER R500 MGRY"		
"0000000027064"	"027064"	"LOGITECH PRESENTER R500 GRPHT"		
"0000000027065"	"027065"	"LOGITECH MOUSE WRD M100R"		
"0000000027066"	"027066"	"LOGITECH MOUSE WLS M331 BLK"		
"0000000027067"	"027067"	"LOGITECH MOUSE WLS M331 BLU"		
"0000000027068"	"027068"	"LOGITECH MOUSE WLS M331 RED"		
"0000000027069"	"027069"	"LOGITECH COMBO WRD MK200"		
"0000000027070"	"027070"	"LOGITECH COMBO WLS MK270R"		
"0000000027071"	"027071"	"LOGITECH COMBO WLS MK315 QUIET"		
"0000000027072"	"027072"	"LOGITECH COMBO WLS MK220"		
"0000000027073"	"027073"	"LOGITECH COMBO WLS K375S"		
"0000000027074"	"027074"	"LOGITECH HEADSET W/MIC H390"		
"0000000027075"	"027075"	"LOGITECH HEADSET W/MIC H151"		
"0000000009845"	"9845"	"GE PHONE 29267 SLIM"		
"0000000027077"	"027077"	"HP PRINTER M280NW"		
"0000000027078"	"027078"	"HP PRINTER M404DN"		
"0000000009849"	"9849"	"INKCARTRIDGE CL-41"		
"0000000009850"	"9850"	"ENV CATALOG W/STRING KFT 9X12"		
"0000000009851"	"9851"	"ENV CATALOG W/STRING KFT 7X10"		
"0000000009852"	"9852"	"FOLDER SLIDE W/WINDOW WHT LTR"		
"0000000009853"	"9853"	"FOLDER SLIDE W/WINDOW WHT LTR"		
"0000000009854"	"9854"	"FOLDER SLIDE W/WINDOW WHT LTR"		
"0000000009855"	"9855"	"FOLDER SLIDE W/WINDOW WHT LTR"		
"0000000009856"	"9856"	"FOLDER SLIDE W/WINDOW WHT LTR"		
"0000000009858"	"9858"	"FOLDER SLIDE W/WINDOW WHT LTR"		
"0000000009859"	"9859"	"FOLDER SLIDE W/WINDOW WHT LTR"		
"0000000009860"	"9860"	"FOLDER SLIDE W/WINDOW WHT LTR"		
"0000000009861"	"9861"	"FOLDER SLIDE W/WINDOW WHT LTR"		
"0000000009862"	"9862"	"BOX CORRUGATED PLASTIC W/COVER"		
"0000000009866"	"9866"	"BOX STORAGE 701 MULTI 5X11IN"		
"0000000009868"	"9868"	"STORAGE BOX#703 MULTI"		
"0000000009869"	"9869"	"BOX R612 MULTI PURPOSE WHT"		
"0000000009870"	"9870"	"BOX PLASTIC MULTI R577 ASSTD"		
"0000000009871"	"9871"	"BOX MULTI PURPOSE DBL R632"		
"0000000009872"	"9872"	"FOLDER SLIDE CLEAR"		
"0000000009877"	"9877"	"FOLDER SLIDE CLEAR"		
"0000000009881"	"9881"	"FOLDER SLIDE CLEAR"		
"0000000027089"	"027089"	"EPSON PRINTER WFC5290"		
"0000000009882"	"9882"	"TISSUE WIPES"		
"0000000009887"	"9887"	"MOUSE GLUE BOARD-MGB"		
"0000000009889"	"9889"	"FLOOR MOP CLAMP SPARE CLSM"		
"0000000027090"	"027090"	"BROTHER SEWING JV1400"		
"0000000027091"	"027091"	"KENSINGTON TRACKBALL K72352US"		
"0000000027092"	"027092"	"KENSINGTON TRACKBALL K64325"		
"0000000009896"	"9896"	"BOX STORAGE CORRUGATED 2PCK"		
"0000000009903"	"9903"	"CLEARBOOK REFILL CLR 27H 10S"		
"0000000009904"	"9904"	"CLEARBOOK REFILLBLE RB2320 GRY"		
"0000000009905"	"9905"	"CLEARBOOK REFILLBLE RB2720 GRY"		
"0000000009918"	"9918"	"STAPLER EG1607C ELEC 20SHTS"		
"0000000009920"	"9920"	"DOC CAB D5091B W/ CHARACTER"		
"0000000009921"	"9921"	"STAPLER S5066B ALPHA FULL STRI"		
"0000000009922"	"9922"	"STAPLER 512 ETERNA #35 ASSTD"		
"0000000009923"	"9923"	"STAPLER 204F ETERNA"		
"0000000009930"	"9930"	"EXEC CHAIR TB01 HI-BACK LEATHE"		
"0000000009933"	"9933"	"SEC CHAIR SK004 WIDEBACK NO AR"		
"0000000009938"	"9938"	"TABLE CUTTER PACU1012 WOODEN"		
"0000000009939"	"9939"	"TABLE CUTTER PACU1215 WOODEN"		
"0000000009940"	"9940"	"CUTTER CS201 3.5IN PLASTIC"		
"0000000009941"	"9941"	"CUTTER CB202 3/4X4IN PLASTIC"		
"0000000009942"	"9942"	"SHARPENER DESK OS1800 METAL"		
"0000000009943"	"9943"	"THUMBTACKS TT100 GLD 100S"		
"0000000009944"	"9944"	"HP CALC FINANCIAL HP10BII/BII+"		
"0000000009945"	"9945"	"HP CALC FINANCIAL HP17BII"		
"0000000009946"	"9946"	"HP CALC FINANCIAL HP12C"		
"0000000009947"	"9947"	"HP CALC FINANCIAL HP12CP"		
"0000000009950"	"9950"	"ADAPTOR FOR PRINTING CALC"		
"0000000027093"	"027093"	"EPSON PRINTER WFC869R"		
"0000000027094"	"027094"	"HP INKCARTRIDGE 955 LOS51AA"		
"0000000027095"	"027095"	"HP INKCARTRIDGE 955 LOS54AA"		
"0000000027096"	"027096"	"HP INKCARTRIDGE 955 LOS57AA"		
"0000000027097"	"027097"	"EPSON INKBOTTLE T9741 BLK"		
"0000000027098"	"027098"	"EPSON INKBOTTLE T9742 CYN"		
"0000000027099"	"027099"	"EPSON INKBOTTLE T9743 MAG"		
"0000000027100"	"027100"	"EPSON INKBOTTLE T9744 YEL"		
"0000000027101"	"027101"	"EPSON MAINTENANCE BOX T6714"		
"0000000009951"	"9951"	"LAMINATING FILM 70250LF 70100"		
"0000000009952"	"9952"	"TABLE WRITING UP0901/0905"		
"0000000009954"	"9954"	"TABLE  WRITING UP0951"		
"0000000009955"	"9955"	"PEDESTAL FIXED 3D UP4031"		
"0000000009956"	"9956"	"TABLE MRGL UP1040 LEFT"		
"0000000009957"	"9957"	"TABLE MGRL UP1040 RIGHT"		
"0000000009960"	"9960"	"TABLE MGRL  UP1040 RIGHT"		
"0000000009961"	"9961"	"GELPEN GP1531 SOHO LIFE"		
"0000000009966"	"9966"	"GELPEN MINI GP0097"		
"0000000009969"	"9969"	"BALLPEN BP8560 61I RETRACT BLK"		
"0000000027102"	"027102"	"CHAIR EXEC 820A3E W/LUMBAR SUP"		
"0000000027103"	"027103"	"CHAIR EXEC T820N3E W/LUMBAR"		
"0000000027104"	"027104"	"CHAIR EXEC T920N1 W/LUMBAR SUP"		
"0000000027105"	"027105"	"SAMSUNG COPIER SLX4300"		
"0000000009970"	"9970"	"HOOK SUCTION ASSTD 3S"		
"0000000009974"	"9974"	"CARD CASE  ROLLING S003"		
"0000000009978"	"9978"	"BOOK STAND METAL REST"		
"0000000009979"	"9979"	"CALLING CARD DIVIDER 50S"		
"0000000009998"	"9998"	"ERASER KNEADED 010450 GRY"		
"0000000000013"	"13"	"LEXMARK INKCARTRIDGE 10N0217"		
"0000000000070"	"70"	"LEXMARK INKCARTRIDGE 10N0227"		
"0000000000104"	"104"	"TAPE PACKING PREM CLR 48MMX100"		
"0000000000107"	"107"	"TAPE PACKING PREM TAN48MMX100M"		
"0000000027106"	"027106"	"BROTHER LABELLER TAPE DK22251"		
"0000000000025"	"25"	"TRACING PAPER ROLL 70/75GSM"		
"0000000000808"	"808"	"BALLPEN RETRACT BP145 FB"		
"0000000000809"	"809"	"BALLPEN RETRACT BP145 FL"		
"0000000000818"	"818"	"BALLPEN REFILL RFJS GPF BP145"		
"0000000000821"	"821"	"MAGNIFIER ILLUMINATED MG13105"		
"0000000000822"	"822"	"CUTTER  DESK 939 SLIDE TYPE"		
"0000000001347"	"1347"	"BALLPEN RETRACT WBOX P51"		
"0000000001350"	"1350"	"MARPS POINTER W/PEN #5"		
"0000000001784"	"1784"	"ERASER KIDS TL-2204B"		
"0000000002294"	"2294"	"BUBBLEMAILER KFT 9X12IN"		
"0000000002295"	"2295"	"BUBBLEMAILER KFT 10X15IN"		
"0000000006879"	"6879"	"PLASTIC TWINE JJ30308 MINI"		
"0000000006889"	"6889"	"STAMPER YXN4 NUMBERS #4"		
"0000000006896"	"6896"	"STAMPER YXA6 LETTERS CRM 2PCK"		
"0000000006913"	"6913"	"STAMPER YX A4 LETTERS CRM 2PC"		
"0000000007005"	"7005"	"LUGGAGE TAG#2504"		
"0000000007030"	"7030"	"CABLE TIE 517-12 NYLON"		
"0000000009123"	"9123"	"VELCRO STRAP S605"		
"0000000009124"	"9124"	"NAME BADGE 404 SIL 1.5X2.5"		
"0000000027107"	"027107"	"EPSON PROJECTOR EB2165W"		
"0000000027108"	"027108"	"HP PRINTER M15W"		
"0000000027109"	"027109"	"BROTHER DRUM DR263CL"		
"0000000009126"	"9126"	"DESK ORGANIZER S898"		
"0000000009128"	"9128"	"CD CASE CD2SCL SLIM JEWEL CASE"		
"0000000009134"	"9134"	"PRINTER STAND CT-HP003 MULTIFU"		
"0000000008975"	"8975"	"BINDER RING  METAL T15004 5PK"		
"0000000008976"	"8976"	"BINDER RING METAL T15001 5PK"		
"0000000008977"	"8977"	"BINDER RING METAL T15002 10PK"		
"0000000008978"	"8978"	"BINDER RING METAL T15007 2PK"		
"0000000003606"	"3606"	"EXTENSION CORD WED340"		
"0000000003608"	"3608"	"ADAPTOR WTA-301-PK UNIVERSAL"		
"0000000003610"	"3610"	"TELEPHONE CORD SPIRAL 4CSS2227"		
"0000000003611"	"3611"	"TELEPHONE LINE EXT.SS20214BP"		
"0000000027111"	"027111"	"HP INKCARTRIDGE 63XL F6U64AA"		
"0000000027112"	"027112"	"HP INKCARTRIDGE 63XL F6U63AA"		
"0000000027113"	"027113"	"HP INKCARTRIDGE 678 L0S23AA 2S"		
"0000000027114"	"027114"	"HP INKCARTRIDGE 678 L0S24AA 2S"		
"0000000027115"	"027115"	"HP INKCARTRIDGE 680 X4E79AA 2S"		
"0000000027116"	"027116"	"HP INKCARTRIDGE 680 X4E78AA 2S"		
"0000000027117"	"027117"	"HP INKCARTRIDGE 703 F6V32AA 2S"		
"0000000027118"	"027118"	"HP INKCARTRIDGE 704 F6V33AA 2S"		
"0000000009428"	"9428"	"FINGERTIP MOISTENER 999"		
"0000000004334"	"4334"	"HOOK LIFT SHELL HK920C"		
"0000000004335"	"4335"	"HOOK NON RESIDUAL HK903C"		
"0000000004337"	"4337"	"HOOK LIFT SHELL HK916C"		
"0000000004338"	"4338"	"HOOK NON RESIDUALHK910C"		
"0000000027119"	"027119"	"OLYMPIA TYPEWHEEL PICA"		
"0000000000036"	"36"	"CORNER CUSHION PD-008 18PK"		
"0000000000060"	"60"	"TAPE FASTENING FT004 HOOK"		
"0000000000061"	"61"	"TAPE FASTENING FA090 HOOK"		
"0000000000064"	"64"	"LABEL PRICE TAG LB002 180S"		
"0000000000065"	"65"	"LABEL LB008 128S ALL PURPOSE"		
"0000000000066"	"66"	"LABEL LB006 150S ALL PURPOSE"		
"0000000000071"	"71"	"LABEL LB004 306S GARAGE SALE"		
"0000000000085"	"85"	"TAPE 2SIDED SP918C  12S"		
"0000000001352"	"1352"	"MARPS POINTER W/ANTENA #3"		
"0000000000227"	"227"	"BATTERY LITHIUM CR2025"		
"0000000000251"	"251"	"BATTERY LITHIUM SR626SW"		
"0000000000252"	"252"	"BATTERY LITHIUM LR44"		
"0000000000253"	"253"	"BATTERY LITHIUM LR1130"		
"0000000000341"	"341"	"SHARPENER Y1658T BLENDER"		
"0000000000342"	"342"	"SHARPENER Y638 WASTE CAN"		
"0000000000344"	"344"	"ENV PLASTIC A823 HORI ASSTD"		
"0000000000345"	"345"	"ENV PLASTIC A1820 VERT ASSTD"		
"0000000000483"	"483"	"WATER COLOR METALLIC M2021"		
"0000000000492"	"492"	"FILING CABINET 3D VF-30 VERTIC"		
"0000000000525"	"525"	"FILING CABINET 2D VF-20 VERTIC"		
"0000000000567"	"567"	"BLACKBOARD W/ABC&CHALK TRAY"		
"0000000000568"	"568"	"FOLDER PRESSBOARD US LGRN LGL"		
"0000000000571"	"571"	"FOLDER PRESSBOARD US LGRN LTR"		
"0000000027121"	"027121"	"HP PRINTER MFP M528DN"		
"0000000000672"	"672"	"CANISTER"		
"0000000000925"	"925"	"ENV LETTER #7 3/4 WHT 10S"		
"0000000000926"	"926"	"ENV LETTER#10 W/WINDOW WHT"		
"0000000000927"	"927"	"ENV AIRMAIL#10 WHT 10S"		
"0000000027123"	"027123"	"ALCOHOL ETHYL 70%500MLPUMP"		
"0000000027124"	"027124"	"ALCOHOL ETHYL 70% 1L PUMP"		
"0000000000777"	"777"	"COMPASS DIRECTIONAL KD351/460"		
"0000000027131"	"027131"	"CANON PRINTER LBP6030W"		
"0000000027132"	"027132"	"WB MARKER REFILL MAXX665 BLK"		
"0000000027133"	"027133"	"WB MARKER REFILL MAXX665 BLU"		
"0000000027134"	"027134"	"NB COMPO K-12 CCODED 80LVS"		
"0000000027135"	"027135"	"NB WRI K-12 CCODED 80LVS"		
"0000000027136"	"027136"	"CARTOLINA RED 80GSM 3ROL"		
"0000000000781"	"781"	"SHARPENER ELEC E5114B&C INNOV"		
"0000000000865"	"865"	"STICKY NOTE 653N OOPS NEON"		
"0000000000870"	"870"	"EXP WALLET 9115-NLY CHEQ"		
"0000000000875"	"875"	"MULTIFUNCTION CASE 9112DNLY"		
"0000000000883"	"883"	"NB FILE ZP062 NLY COL A4"		
"0000000000888"	"888"	"BALLPEN CHAMP06 PHILIPPINES"		
"0000000000907"	"907"	"FOUNTAIN PEN BASE 160254 SLVR"		
"0000000000910"	"910"	"BATTERY LITHIUM LR41"		
"0000000027159"	"027159"	"HP PRINTER MFP M521DW"		
"0000000027167"	"027167"	"EPSON PLOTTER SCT3130"		
"0000000027168"	"027168"	"EPSON INKPACK T950XL BLK"		
"0000000027169"	"027169"	"EPSON INKPACK T9481 BLK"		
"0000000027170"	"027170"	"EPSON INKPACK T9482 CYN"		
"0000000027171"	"027171"	"EPSON INKPACK T9483 MAG"		
"0000000027172"	"027172"	"EPSON INKPACK T9484 YEL"		
"0000000027173"	"027173"	"EPSON MAINTENANCE BOX T671600"		
"0000000001278"	"1278"	"EPSON INKCARTRIDGE T075190 BLK"		
"0000000001283"	"1283"	"EPSON INKCARTRIDGE T075290 CYN"		
"0000000001284"	"1284"	"EPSON INKCARTRIDGE T075390 MAG"		
"0000000027174"	"027174"	"EPSON PRINTER POS TMT88VI"		
"0000000001465"	"1465"	"GIFT PHOTO ALBUM MINIMAX"		
"0000000001604"	"1604"	"ENV DOCU 150LBS GKFT 5S 10X15"		
"0000000001605"	"1605"	"ENV DOCU 150LBS GKFT 5S 9X12IN"		
"0000000001606"	"1606"	"ENV CATALOG GKFT 5S 10X15IN"		
"0000000001607"	"1607"	"ENV CATALOG GKFT 5S 9X12IN"		
"0000000001793"	"1793"	"FOLDER MULTI FUNCTION A1248 A4"		
"0000000001794"	"1794"	"FOLDER LTYPE A1813 ASSTD"		
"0000000001957"	"1957"	"SHREDDER C320-C 16-18CROSS"		
"0000000001960"	"1960"	"RINGBINDER SPINE 21R #53474"		
"0000000027175"	"027175"	"PROLINK COMBO WLS PCWM7003"		
"0000000027176"	"027176"	"PROLINK KEYBOARD WRD PKCS1006"		
"0000000027177"	"027177"	"PROLINK KEYBOARD WRD PKCM2006"		
"0000000027178"	"027178"	"PROLINK COMBO WRD PCCS1006"		
"0000000027179"	"027179"	"PROLINK MOUSE WRD PMC2002"		
"0000000027180"	"027180"	"PROLINK MOUSE WRD PMC1007"		
"0000000027181"	"027181"	"PROLINK MOUSE WRD PMC1007"		
"0000000027182"	"027182"	"PROLINK MOUSE WRD PMC1007"		
"0000000027183"	"027183"	"PROLINK MOUSE WRD PMC1007"		
"0000000027184"	"027184"	"PROLINK MOUSE WRD PMC1007"		
"0000000027185"	"027185"	"PROLINK MOUSE WRD PMC1005"		
"0000000027186"	"027186"	"PROLINK MOUSE WLS PMW5008"		
"0000000027187"	"027187"	"PROLINK MOUSE WLS PMW5008"		
"0000000027188"	"027188"	"PROLINK MOUSE WLS PMW5008"		
"0000000027191"	"027191"	"EPSON INKBOTTLE 005S T01P100"		
"0000000027192"	"027192"	"EPSON PRINTER PLQ20D"		
"0000000001993"	"1993"	"PLANNER 6211 WEEKLY"		
"0000000002032"	"2032"	"DIARY 6213 WEEKLY MINDER"		
"0000000002149"	"2149"	"PLANNER 6343 EXECUTIVE W/ GILT"		
"0000000002155"	"2155"	"DIARY 6310 INDEX"		
"0000000002167"	"2167"	"CALENDAR DESK 6401 SMALL"		
"0000000002168"	"2168"	"CALENDAR DESK 6402 LARGE"		
"0000000002180"	"2180"	"CARD HOLDER 6001 6 POCKET"		
"0000000002181"	"2181"	"CARD HOLDER 6002 12 POCKET"		
"0000000002183"	"2183"	"CARD HOLDER  BUS 100 96 PCKT"		
"0000000002197"	"2197"	"PENCIL BONANZA 12B"		
"0000000002198"	"2198"	"PENCIL BONANZA NO 2B"		
"0000000002200"	"2200"	"PENCIL MECHANICAL 133801 AUTO"		
